Title,Price,Address,Posting Date,Building Type,Bedrooms,Bathrooms,Utilities Included,Wi-Fi and More,Description,Visit Counter,User Info,url
Private Room For Rent,,"Toronto, ON M4T 1G6","March 10, 2024 5:57 PM",,,,,,"Flex Bedroom Available in Luxury Apartment - Fully Furnished & All-Inclusive! ✨					
					
Availability: 1st of April					
					
Location: Rosehill Street and Yonge Street					
					
Key Features:					
					
‍ Just 3 minutes walking distance to St Clair E subway station					
Part of a 3-bedroom, 1-bathroom apartment; shared space, not a townhouse or single house					
️ Walking distance to Farm Boy, Dollarama, Tim Hortons, and many restaurants					
Smart TV in all rooms					
Unlimited fast Wi-Fi					
Full kitchenware provided					
Bed linens included					
Modern and stylish furniture					
					
Nearest Subway Station: St Clair E Subway Station (3 minutes walk)					
					
Pricing:					
					
Master Bedroom: $1100 CAD/4 Weeks					
					
Additional Details:					
					
Available from 1st of April					
Strictly no smoking					
Unfortunately, not pet-friendly",27 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-for-rent/1687830488
161 Roehampton Ave at Yonge and Eglinton - 1 Bed + 2 Bed Units,,"Roehampton Avenue, Toronto, ON","March 10, 2024 5:57 PM",,,,,,Welcome to the fabulous condos for rent at 161 Roehampton Ave at Yonge and Eglinton.,3 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/161-roehampton-ave-at-yonge-and-eglinton-1-bed-2-bed-units/1687830454
Room for rent in 3 bedrooms and 1/12 bathrooms. share with two m,$899All Utilities Included,"North York, ON M2R 2C4","March 10, 2024 5:56 PM",Apartment,3,1.5,"Hydro, Heat, Water",Cable / TVInternet,"Room for rent in 3 bedrooms and 1/12 bathrooms. share with two more people Bus at the door 10 min to the subway. Parking on the street, Located AT Finch and Batirst",27 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/room-for-rent-in-3-bedrooms-and-1-12-bathrooms-share-with-two-m/1687830360
158 Front St New Condo St Lawrence Market for rent 1-3 Bed Units,,"Front Street East, Toronto, ON","March 10, 2024 5:56 PM",,,,,,"Welcome to the newest condo in St Lawrence Market located at 158 Front St E.
Never lived in brand new condo closely connected to the beat of Toronto's most iconic market.",10 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/158-front-st-new-condo-st-lawrence-market-for-rent-1-3-bed-units/1687830347
Room for rent,,"565 Sherbourne St, Toronto, ON M4X 1W7","March 10, 2024 5:55 PM",,,,,,rent a room for one person with all services included,21 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1687830257
Room for rent,,"Kennedy Rd, Scarborough, ON, M1R2W6","March 10, 2024 5:55 PM",,,,,,"Room available for rent near Kennedy subway station.
Kitchenette only.
Shared bathroom.
Wifi high speed internet included.
Basic cable available.
Parking available.
Near shopping centre.
Requirements:
Picture ID
Emergency contact.
One reference required
No credit check.
Serious inquiries only please call Martina 4377707335",31 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1687830253
Living room space for rent,,"Don Mills Rd., Toronto, M3C","March 10, 2024 5:53 PM",,,,,,"Living space for a single person in a 2 bedroom apartment with access to the balcony. Shared washroom & Kitchen.
Available from April 1st on month to month basis:
-$500/m internet and utilities included.
First and last required with proof of income and ID. $50 keys deposit also required which is returned after the keys are returned.
No Sharing.",24 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/living-room-space-for-rent/1687829997
Avenue and Bloor - 155 Yorkville Ave Condo - 1 + 2 Bed for Rent,,"Yorkville Avenue, Toronto, ON","March 10, 2024 5:53 PM",,,,,,"Welcome to the iconic Yorkville Plaza, formerly Four Seasons Hotel at 155 Yorkville Avenue - In the heart of Toronto",3 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/avenue-and-bloor-155-yorkville-ave-condo-1-2-bed-for-rent/1687829982
FEMALE Condo Furnished Quiet Room All Inclus TTC NorthYorkCentre,,"North York, ON M2N 0H6","March 10, 2024 5:53 PM",,,,,,"FOR ONE FEMALE ONLY
Furnished Condo Clean & Quiet Bedroom For Rent
All Furnished with a Big Shelving Closet, Chest with Drawers, Desk & Chair, Bed..
All Natural Light with 9 ft Ceiling Windows, Bright & Clean In a Spacious 3 Bedrooms Condo Unit
All Inclusive Rent for $1580.- Utilities All Included: Hydro, Heat, Water, A/C & WIFI Internet
Bedroom Ideally ONLY for ONE QUIET, CLEAN & RESPECTFUL Female Student or Working Individual
Bathroom Shared with One Female Quiet Student
International Student is Very Welcome!
One Year Lease Term & Available Can Move-in April 15, 2024
Please NOTE: No Smoking, No Drugs, No Sleepovers..
Located in a Very Safe, Quiet, Newer & Well Maintained Condo Building in an Excellent Convenient Location on TTC Yonge / North York Centre Subway Station. Unit At End of Quiet Corner
Building Amenities with 24 Hours Security Concierge, Gym, Theater Room ...
Close to All Amenities: Shop at Empress Walk, Loblaws, Shoppers Drug Mart, Groceries, Dollarama, Metro, North York City Library, Restaurants, Banks, Mel Lastmen Square and Parks...
Serious Inquiries Only. Please Read Carefully Before Enquiries. Please Email Describe about Yourself and Situation. Please Leave Contact Numbers and Will Respond ASAP",5 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/female-condo-furnished-quiet-room-all-inclus-ttc-northyorkcentre/1687829960
Room for rent in 3 bedrooms and 1/12 bathrooms. share with two m,,"North York, ON M2R 2C4","March 10, 2024 5:52 PM",,,,,,"Room for rent in 3 bedrooms and 1/12 bathrooms. share with two more people Bus at the door 10 min to the subway. Parking on the street, Lokaited AT Finch and Batirst.",13 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-3-bedrooms-and-1-12-bathrooms-share-with-two-m/1687829937
Jr one bedroom,"$1,690No Utilities Included","Seaton St, Toronto, ON M5A","March 10, 2024 5:52 PM",Apartment,1,1,,Not Included,"Jr one bedroom available now
Close to Downtown
$1690 plus hydro
Text 6475759801",26 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/jr-one-bedroom/1687829924
"Room for rent, Ladies Only.",,"39 Frey Crescent, Scarborough, ON","March 10, 2024 5:52 PM",,,,,,"Two big spacious furnished rooms for rent, each only $800, both on the main floor. Ladies Only. Shared bathroom and shared kitchen. Each room is ONLY $800. NO SMOKERS and NO PETS allowed. Close to all amenities, food basic, Nofrill, Walmart, Costco, Best Buy, Library, school, Seneca college, etc.",11 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-ladies-only/1687829883
125 Redpath Ave - The Eglinton By Menkes - 1 Bed + 2 Bed Units,,"Redpath Avenue, Toronto, ON","March 10, 2024 5:52 PM",,,,,,Welcome to the fabulous The Eglinton By Menkes at 125 Redpath Ave at Yonge and Eglinton,3 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/125-redpath-ave-the-eglinton-by-menkes-1-bed-2-bed-units/1687829847
101 Erskine Ave - Yonge + Eglinton - 1 Bed + 2 Bed Unit For Rent,,"Erskine Avenue, Toronto, ON","March 10, 2024 5:51 PM",,,,,,Welcome to Tridel's Luxurious Condo At Heart of Midtown at 101 Erskine Ave right at Yonge and Eglinton.,1 visit,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/101-erskine-ave-yonge-eglinton-1-bed-2-bed-unit-for-rent/1687829750
Avenue Rd + St.Clair -99 Foxbar Rd- New Condo 1 + 2 Bed for Rent,,"Foxbar Rd, Toronto, ON","March 10, 2024 5:50 PM",,,,,,Welcome to the new Blue Diamond condos at 99 Foxbar Rd. - Located at Avenue Rd & St.Clair In The Heart Of Toronto.,2 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/avenue-rd-st-clair-99-foxbar-rd-new-condo-1-2-bed-for-rent/1687829672
One Bedroom Basement For Female,,"Caledonia Rd, Toronto, ON, M6E4V4","March 10, 2024 5:50 PM",,,,,,"One bedroom for lady available on April .Separate entrance side and back door access. Shared kitchen and shared washroom with one lady tenant. Wifi and laundry incuded. Just 2 minutes walk to TTC bus stop , close to grocery and banks. No sleepover with friends and no smoking. Please contact 647-2426090. Salamat.",8 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-bedroom-basement-for-female/1687829663
ONE BEDROOM FOR RENT at EGLINTON / MIDLAND from May 1st,Please ContactNo Utilities Included,"36 Commonwealth Avenue, Scarborough, ON","March 10, 2024 5:50 PM",Basement,1,1,,Internet,"36 commonwealth Ave, Scarborough [only for female]
* Rent - $950.00 plus 5% utilities [about $35.00] = About $980.00 per month for maximum two persons.
* one full-size private bedroom with closet & above grade windows in the basement of a bright and sunny in raised detached bungalow
* Open living, dining and kitchen with above grade windows.
* One Wash room with above grade window.
* Washer and dryer on site
* Parking available.
* Security cameras on site.
* TTC bus stop just steps away from the house.
* Walking distance to grocery stores, banks and plazas.
* 5 minutes bus ride or 10 minutes walk to Kennedy Subway Station. 10 minutes car ride to Highway 401 and DVP.
* No smoking, no pets and no parties.
* Overnight guests not allowed
* Female working Single / Female students
* Minimum eight months Lease.
Please text us details about you & your contact phone number. Text 647-780-1657. We recommend you to visit the room. Thank you for reading the ad",11 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-for-rent-at-eglinton-midland-from-may-1st/1687829646
Citylights On Broadway Yonge + Eglinton Condo for rent 1 + 2 bed,,"Broadway Avenue, Toronto, ON","March 10, 2024 5:49 PM",,,,,,Welcome to Citylights On Broadway at Yonge and Eglinton - 99 Broadway Ave,1 visit,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/citylights-on-broadway-yonge-eglinton-condo-for-rent-1-2-bed/1687829596
"Renovated 3 Bedroom Basement - $2,300 – Available Now or April 1","$2,300No Utilities Included","Scarborough, ON M1H 1X8","March 10, 2024 5:49 PM",Basement,3,1,,Not Included,"Renovated 3 Bedroom Basement - $2,300 – Available Now or April 1",21 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-3-bedroom-basement-2-300-available-now-or-april-1/1687829566
Luxury 98 Lillian Condos - Yonge + Eglinton for Rent 1 + 2 Beds,,"Lillian Street, Toronto, ON","March 10, 2024 5:49 PM",,,,,,Welcome to the award winning modern and luxury Madison Condos at Yonge & Eglinton - 98 Lillian Street.,3 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/luxury-98-lillian-condos-yonge-eglinton-for-rent-1-2-beds/1687829516
basement room with private washroom,,"Markham, ON L3R 3J1","March 10, 2024 5:48 PM",,,,,,very convenient area and transportation,3 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-room-with-private-washroom/1687829462
Madison Condos 89 Dunfield- Yonge + Eglinton 1 Bed + 2 Bed Units,,"Dunfield Avenue, Toronto, ON","March 10, 2024 5:48 PM",,,,,,Welcome to the award winning modern and luxury Madison Condos at Yonge & Eglinton - 89 Dunfield Ave,3 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/madison-condos-89-dunfield-yonge-eglinton-1-bed-2-bed-units/1687829425
Private Furnished Room for Rent,,"3745 Lawrence Ave E, Toronto, M1G 1P7","March 10, 2024 5:48 PM",,,,,,"Private Furnished Room for Rent...My Aunt And I Is Looking For a Roommate For long term or short term and we both live here...Shared Washroom, Kitchen, Living Area...All utilities, water and WiFi is including... Close to bus stop, shopping, groceries, gym, malls, and ect...There is no parking, no AC, no couples, no pets...if interested please feel free to DM and Female only ...This location is in Scarborough...Thank You",37 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-furnished-room-for-rent/1687829421
"2 beds 1 bath basement available Mar,April $2100 + 40% utilities","$2,100No Utilities Included","Scarborough, ON M1E 5J4","March 10, 2024 5:47 PM",Basement,2,1,,Internet,Newly renovated basement of a beautiful house in the west hill Scarborough area includes the following : 2 bedrooms 1 washroom 1 store room 1 cold room with kitchen included in Rent,18 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-beds-1-bath-basement-available-mar-april-2100-40-utilities/1687829362
75 On The Esplanade - Down Town Condo 1 + 2 + 3 Bed for Rent,,"The Esplanade, Toronto, ON","March 10, 2024 5:47 PM",,,,,,Welcome to the Brand New - Never Lived In - Oasis In The Heart Of The City located at 75 On The Esplanade.,4 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/75-on-the-esplanade-down-town-condo-1-2-3-bed-for-rent/1687829315
Leslieville:  Studio bachelor basement apartment,"$1,400All Utilities Included","Toronto, ON M4M","March 10, 2024 5:46 PM",Basement,1,1,"Hydro, Heat, Water",Not Included,"Seeking tenant for a small 1 bedroom basement in my house in Leslieville. Single occupancy only. Quiet, clean, non-smoker preferred. Private entrance. Utilities included. Past landlord references and credit check required. If you are inclined to respond and would like an appointment to view, please tell me how your profile might be a good match. Thank you!",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/leslieville:-studio-bachelor-basement-apartment/1686673552
60 Berwick Ave. Yonge + Eglinton - 1 Bed + 2 Bed Units for Rent,,"Berwick Avenue, Toronto, ON","March 10, 2024 5:46 PM",,,,,,Welcome to the fabulous neighborhood of Yonge and Eglinton at 60 Berwick Avenue - midtown Toronto.,3 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/60-berwick-ave-yonge-eglinton-1-bed-2-bed-units-for-rent/1687829216
58 Orchard View Blvd Neon Towers Yonge + Eglinton FOR RENT,,"Orchard View Blvd, Toronto, ON","March 10, 2024 5:46 PM",,,,,,"Welcome to the fabulous neighborhood of Yonge and Eglinton ""Neon Towers"" at 58 Orchard View Blvd.",1 visit,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/58-orchard-view-blvd-neon-towers-yonge-eglinton-for-rent/1687829145
39 Roehampton Ave NEW Yonge + Eglinton Condo- 1 Bed + 2 Bed Unit,,"Roehampton Avenue, Toronto, ON","March 10, 2024 5:45 PM",,,,,,Welcome to the new E2 Condos at 39 Roehampton Ave right at Yonge and Eglinton,4 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/39-roehampton-ave-new-yonge-eglinton-condo-1-bed-2-bed-unit/1687829073
